Unique Method Stereotype,Method Count
factory wrapper,1
get set collaborator,1
get property non-void-command,1
get collaborator,1
destructor,3
empty,4
get property,1
predicate,5
void-accessor,1
void-accessor command collaborator,3
void-accessor collaborator,1
factory controller stateless,2
collaborator stateless,2
property set factory collaborator,2
unclassified,1
get property non-void-command factory collaborator,2
property set collaborator,8
void-accessor controller,1
non-void-command,9
property factory collaborator,6
property factory,2
predicate non-void-command,10
predicate set collaborator,1
property,5
command collaborator,78
get wrapper,3
property controller,7
set collaborator,41
property non-void-command collaborator,162
non-void-command collaborator,132
predicate wrapper,11
non-void-command factory collaborator,5
controller stateless,120
get set,2
wrapper,46
factory wrapper stateless,2
predicate collaborator,5
command,75
collaborator,2
constructor,316
set,15
property factory wrapper,6
get non-void-command collaborator,8
property wrapper,48
property factory controller,3
predicate set,1
property non-void-command,16
property collaborator,6
property non-void-command factory collaborator,43
void-accessor wrapper,6
wrapper stateless,101
factory collaborator incidental,3
get,6
collaborator incidental,31
copy-constructor,10
predicate non-void-command collaborator,17
controller,9
incidental,19
Total,1428
