Unique Method Stereotype,Method Count
property wrapper,2
property non-void-command,3
collaborator incidental,2
command,18
set,3
constructor,2
predicate controller,2
controller,4
factory collaborator incidental,1
incidental,1
get collaborator,10
get,29
property non-void-command factory collaborator,10
property set factory collaborator,1
property controller,2
controller stateless,11
get set collaborator,10
factory controller stateless,3
wrapper,1
get set,26
factory collaborator stateless,1
property set collaborator,1
get non-void-command collaborator,1
command collaborator,23
set collaborator,2
predicate non-void-command,1
non-void-command factory collaborator,2
property non-void-command collaborator,8
wrapper stateless,6
Total,186
