Unique Class Stereotype,Class Count
entity factory controller degenerate,1
pure-controller small-class,1
entity boundary degenerate,5
degenerate,17
boundary,176
data-provider,25
entity commander boundary,14
commander data-class,1
boundary lazy-class degenerate,4
controller degenerate,2
commander boundary,33
boundary degenerate,23
controller,4
data-provider boundary small-class,81
commander boundary data-class small-class,3
data-class,12
entity boundary,109
commander,52
empty,1042
entity small-class,2
data-provider data-class small-class,17
data-provider boundary data-class small-class,24
controller small-class,10
unclassified,214
boundary small-class,19
data-provider data-class,7
commander data-class small-class,5
pure-controller degenerate small-class,16
minimal-entity commander boundary,1
entity boundary small-class,15
entity boundary lazy-class degenerate,1
entity minimal-entity commander boundary,1
small-class,37
boundary degenerate small-class,52
degenerate small-class,33
boundary lazy-class,2
data-provider boundary,51
entity minimal-entity boundary,9
data-provider small-class,10
data-provider lazy-class,2
factory small-class,1
commander small-class,41
boundary data-class,3
commander boundary lazy-class small-class,1
lazy-class,6
factory controller small-class,1
data-class small-class,4
minimal-entity boundary,13
commander degenerate,4
commander boundary degenerate,3
data-provider boundary lazy-class,4
data-provider boundary data-class,5
data-provider degenerate,2
commander boundary data-class,1
boundary data-class small-class,5
entity boundary data-class,1
lazy-class degenerate,2
commander boundary small-class,5
commander lazy-class small-class,2
entity data-provider boundary,20
pure-controller degenerate,2
entity data-provider boundary degenerate,1
Total,2260
