Unique Class Stereotype,Class Count
controller,2
pure-controller degenerate,2
data-provider lazy-class small-class,1
boundary degenerate,1
degenerate small-class,5
commander boundary small-class,13
data-provider boundary small-class,11
data-provider boundary,6
data-provider boundary data-class small-class,2
commander,32
empty,90
controller small-class,1
unclassified,22
data-provider small-class,12
boundary data-class,1
boundary degenerate small-class,6
small-class,11
entity boundary small-class,18
entity minimal-entity commander boundary,2
commander boundary,17
commander boundary data-class small-class,1
commander small-class,11
data-provider degenerate,1
data-provider,5
data-provider data-class small-class,2
entity boundary,14
data-class small-class,1
boundary,12
pure-controller small-class,3
degenerate,8
pure-controller degenerate small-class,2
data-class,1
entity data-provider boundary,3
boundary small-class,2
commander data-class small-class,1
Total,322
