Method Stereotype,Stereotype Count
get,225
predicate,110
property,397
void-accessor,16
set,259
command,999
non-void-command,215
collaborator,815
controller,98
wrapper,155
constructor,254
copy-constructor,7
destructor,92
factory,4
incidental,24
stateless,85
empty,113
unclassified,6
Total,3874
