Unique Method Stereotype,Method Count
predicate controller,1
void-accessor controller,2
get property,2
collaborator,2
get controller,2
get wrapper,6
predicate collaborator,7
property set collaborator,16
get property set collaborator,1
void-accessor command,1
non-void-command,1
void-accessor set,3
copy-constructor,7
controller,39
predicate non-void-command collaborator,17
incidental,10
unclassified,6
wrapper,28
destructor,92
controller stateless,38
constructor,254
property set,1
get collaborator,99
set,139
get property collaborator,2
get property non-void-command collaborator,2
get command collaborator,1
collaborator incidental,14
get,103
predicate non-void-command,41
property controller,16
set collaborator,98
property non-void-command collaborator,118
get non-void-command,2
void-accessor set collaborator,1
get property wrapper,2
empty,113
command,668
command collaborator,323
predicate,39
void-accessor collaborator,2
void-accessor command collaborator,6
get non-void-command collaborator,3
property wrapper,66
wrapper stateless,47
void-accessor wrapper,1
property collaborator,98
property non-void-command,26
property non-void-command factory collaborator,4
property,43
predicate wrapper,5
non-void-command collaborator,1
Total,2619
