Unique Method Stereotype,Method Count
void-accessor controller,1
property set,1
get property non-void-command,1
unclassified,6
property wrapper,2
non-void-command collaborator,2
predicate wrapper,3
get property non-void-command collaborator,2
collaborator incidental,6
get,26
constructor,40
destructor,10
wrapper,3
predicate set collaborator,3
property,8
get property,3
predicate non-void-command,34
get non-void-command,1
get property wrapper,1
predicate controller,2
non-void-command factory collaborator,4
controller stateless,20
set collaborator,4
property non-void-command collaborator,19
property controller,4
command,110
wrapper stateless,11
void-accessor collaborator,3
void-accessor,9
void-accessor command collaborator,8
predicate set,4
property non-void-command,20
property collaborator,8
get collaborator,16
set,16
get property collaborator,1
predicate,7
command collaborator,14
predicate non-void-command collaborator,2
copy-constructor,3
incidental,21
controller,2
void-accessor command,14
Total,475
