Unique Method Stereotype,Method Count
get non-void-command factory collaborator,1
property factory,3
get set factory,1
get wrapper,2
get property set,3
predicate set,4
collaborator,1
factory collaborator stateless,2
incidental,205
copy-constructor,4
predicate set collaborator,3
get property controller,2
factory controller,5
empty,405
void-accessor set,4
property collaborator,3
stateless,14
property set collaborator,4
non-void-command,1
set collaborator,132
property controller,53
property non-void-command collaborator,289
collaborator stateless,32
collaborator incidental,141
get,781
get property non-void-command collaborator,10
wrapper stateless,243
set,555
void-accessor set collaborator,1
get property non-void-command,14
get property collaborator,2
property set,21
constructor,454
get non-void-command collaborator,14
property wrapper,39
property,73
command collaborator,605
property factory wrapper,1
command,498
property non-void-command,299
property non-void-command factory collaborator,46
controller stateless,233
non-void-command factory collaborator,59
predicate controller,8
void-accessor wrapper,1
predicate non-void-command,103
property factory collaborator,21
void-accessor command collaborator,108
get property non-void-command factory collaborator,4
controller,30
factory collaborator,3
unclassified,2
get set collaborator,6
predicate collaborator,2
factory wrapper stateless,5
predicate,25
get collaborator,278
get controller,4
get non-void-command,8
get property wrapper,6
factory controller stateless,16
void-accessor command,49
predicate non-void-command collaborator,94
wrapper,21
non-void-command factory,1
get factory collaborator,2
get set,9
property factory controller,1
get set factory collaborator,16
void-accessor controller,2
predicate wrapper,18
get property,3
Total,6108
