Unique Class Stereotype,Class Count
data-provider small-class,2
entity minimal-entity boundary,1
entity data-class small-class,1
data-provider boundary data-class small-class,3
minimal-entity commander boundary,1
data-provider boundary data-class,1
data-provider lazy-class degenerate,2
entity factory controller small-class,2
lazy-class degenerate,4
entity,1
data-provider lazy-class small-class,1
data-provider boundary,6
controller,3
factory pure-controller degenerate small-class,4
entity data-provider boundary,3
data-provider lazy-class,3
commander degenerate,3
data-class small-class,2
entity boundary,27
degenerate small-class,20
commander boundary small-class,22
entity boundary data-class,1
factory controller small-class,7
boundary degenerate small-class,14
entity commander boundary,12
pure-controller degenerate small-class,36
data-class,17
small-class,26
entity boundary small-class,21
boundary degenerate,11
commander boundary,33
data-provider,24
data-provider data-class small-class,10
pure-controller degenerate,7
commander boundary degenerate,1
entity boundary degenerate,1
commander boundary data-class small-class,1
commander small-class,10
unclassified,155
controller small-class,6
boundary data-class,2
minimal-entity boundary,3
degenerate,15
boundary,60
pure-controller small-class,3
commander,34
empty,385
entity small-class,1
boundary small-class,3
commander data-class small-class,1
data-provider data-class,9
Total,1021
