Unique Class Stereotype,Class Count
boundary data-class small-class,1
controller,1
data-provider data-class small-class,2
data-provider boundary,1
data-provider small-class,2
boundary data-class,1
data-provider boundary data-class,1
entity boundary,6
data-provider,7
small-class,3
entity boundary small-class,5
data-provider boundary data-class small-class,1
unclassified,34
controller small-class,2
lazy-class,2
empty,51
commander,8
commander boundary,9
lazy-class degenerate,3
data-provider lazy-class small-class,1
data-class,1
entity data-provider boundary,1
minimal-entity boundary lazy-class,1
entity commander boundary,1
pure-controller degenerate small-class,1
commander data-class small-class,2
boundary small-class,1
data-provider data-class,4
data-provider boundary small-class,3
factory controller data-class small-class,1
commander small-class,3
commander boundary data-class small-class,1
entity minimal-entity boundary,3
boundary,7
degenerate,2
Total,173
