Unique Method Stereotype,Method Count
predicate controller,1
predicate,5
get set collaborator,2
void-accessor set collaborator,1
get property wrapper,4
get non-void-command,3
get wrapper,9
predicate non-void-command,2
property set,3
factory wrapper stateless,3
predicate collaborator,1
void-accessor command collaborator,2
get property collaborator,1
set,21
get property controller,1
constructor,195
void-accessor wrapper,3
wrapper stateless,86
predicate wrapper,3
non-void-command collaborator,3
destructor,123
property set collaborator,114
get set,3
wrapper,23
non-void-command,4
get collaborator,65
controller,4
copy-constructor,4
predicate non-void-command collaborator,6
incidental,8
controller stateless,68
property,10
unclassified,2
get property non-void-command factory collaborator,2
property non-void-command collaborator,774
property controller,26
set collaborator,33
command collaborator,60
property wrapper,155
get non-void-command collaborator,7
command,35
empty,10
property non-void-command factory collaborator,1
predicate set,3
property collaborator,74
property non-void-command,14
set factory collaborator,1
property command collaborator,2
get property set factory collaborator,1
get,14
collaborator incidental,159
get property non-void-command collaborator,5
Total,2159
