Unique Class Stereotype,Class Count
commander degenerate,1
commander boundary degenerate,1
data-provider boundary degenerate,1
data-provider boundary,3
boundary small-class,3
data-provider boundary data-class small-class,1
entity boundary lazy-class degenerate,1
data-provider,1
data-provider data-class small-class,1
boundary data-class,1
empty,311
unclassified,4
entity boundary,54
controller lazy-class degenerate,1
boundary,30
data-provider boundary small-class,4
small-class,4
entity boundary small-class,13
data-class small-class,2
degenerate,1
commander boundary data-class small-class,1
entity boundary degenerate,2
boundary degenerate,4
commander boundary,2
boundary lazy-class degenerate,1
entity minimal-entity boundary,4
entity commander boundary,1
boundary degenerate small-class,4
entity data-provider boundary,11
Total,468
