Unique Method Stereotype,Method Count
property set factory collaborator,3
void-accessor command,1
get property non-void-command factory collaborator,1
non-void-command factory,1
get property factory wrapper,3
get property factory,3
get property non-void-command,5
factory wrapper,1
property factory collaborator,24
get predicate controller,6
property set,1
get set factory collaborator,3
get set collaborator,30
predicate set collaborator,4
property non-void-command factory,3
predicate,36
predicate wrapper,7
property factory,2
predicate non-void-command,83
property set collaborator,1
stateless,10
property wrapper,39
get non-void-command collaborator,17
command collaborator,426
factory collaborator stateless,97
get property wrapper,1
get non-void-command,9
wrapper,1
get set,13
property factory controller,4
factory controller stateless,149
controller stateless,1193
command,141
factory controller,9
empty,347
constructor,671
set,1582
collaborator stateless,49
property collaborator,2
property non-void-command factory collaborator,167
property non-void-command,166
get factory,2
factory wrapper stateless,10
wrapper stateless,290
get collaborator,1041
copy-constructor,25
controller,17
predicate non-void-command collaborator,107
incidental,99
get property non-void-command collaborator,1
collaborator incidental,99
get,2034
non-void-command factory collaborator,51
predicate controller,43
property,38
get non-void-command factory,4
property controller,11
property non-void-command collaborator,404
set collaborator,685
Total,10272
