Unique Class Stereotype,Class Count
boundary controller,1
pure-controller,1
entity minimal-entity boundary,1
lazy-class,1
factory pure-controller degenerate,1
data-provider boundary lazy-class,2
lazy-class degenerate,1
entity data-provider boundary lazy-class,1
factory controller data-class small-class,2
data-provider boundary small-class,5
data-provider boundary data-class,19
data-provider boundary,25
entity,1
commander data-class,1
data-provider lazy-class small-class,2
degenerate small-class,113
boundary small-class,3
factory degenerate,11
data-provider data-class,17
small-class,18
pure-controller degenerate,76
factory degenerate small-class,22
boundary degenerate small-class,68
commander boundary,25
boundary degenerate,27
controller degenerate,18
factory controller degenerate,5
factory controller small-class,4
entity commander boundary,2
factory pure-controller small-class,2
pure-controller degenerate small-class,284
data-class,183
commander boundary small-class,5
boundary data-class small-class,104
controller,6
factory pure-controller degenerate small-class,44
entity factory controller small-class,16
commander,20
empty,945
factory controller,10
entity small-class,1
unclassified,70
controller small-class,7
data-provider boundary data-class small-class,12
data-class small-class,149
entity boundary,29
entity boundary small-class,25
entity data-provider boundary,9
data-provider,22
data-provider data-class small-class,54
pure-controller small-class,1
boundary,50
degenerate,76
commander boundary data-class small-class,1
entity boundary degenerate,4
commander small-class,21
commander boundary lazy-class small-class,1
boundary data-class,50
Total,2674
