Unique Method Stereotype,Method Count
predicate wrapper,1
property,1
get predicate controller,1
predicate non-void-command,4
wrapper stateless,10
get set,2
wrapper,4
get non-void-command,3
property set collaborator,1
get,29
get controller,1
get collaborator,11
void-accessor command,1
factory controller,1
command collaborator,58
property wrapper,1
get non-void-command collaborator,3
command,67
constructor,36
set,18
predicate non-void-command collaborator,10
incidental,4
controller,5
get set factory collaborator,1
property non-void-command factory collaborator,2
property non-void-command,7
set collaborator,14
property non-void-command collaborator,3
factory wrapper stateless,2
predicate,2
get property non-void-command,2
predicate controller,2
controller stateless,5
void-accessor command collaborator,3
Total,315
