Unique Method Stereotype,Method Count
get,1
set collaborator,2
void-accessor set collaborator,1
incidental,4
get collaborator,5
get set collaborator,4
collaborator incidental,2
void-accessor command,1
predicate wrapper,2
property non-void-command collaborator,16
property wrapper,9
void-accessor wrapper,2
property non-void-command,1
get non-void-command collaborator,1
command collaborator,13
empty,1
command,13
factory collaborator stateless,1
property set collaborator,1
destructor,4
wrapper,14
wrapper stateless,8
property factory wrapper,3
constructor,12
set,2
void-accessor command collaborator,1
Total,124
