Unique Class Stereotype,Class Count
controller small-class,1
data-provider boundary data-class,1
factory small-class,1
entity boundary small-class,4
small-class,3
pure-controller small-class,9
commander boundary small-class,8
commander,1
unclassified,3
empty,155
factory controller small-class,2
boundary,4
pure-controller degenerate,4
boundary degenerate small-class,6
entity commander boundary,3
commander boundary,6
boundary degenerate,1
pure-controller degenerate small-class,6
data-class small-class,2
entity boundary,8
Total,228
