Unique Method Stereotype,Method Count
get property set collaborator,1
get property non-void-command factory collaborator,1
get wrapper,1
property set factory collaborator,12
collaborator incidental,44
get,135
get property non-void-command collaborator,4
property non-void-command,55
property non-void-command factory collaborator,9
factory controller,1
empty,49
void-accessor command collaborator,4
property non-void-command collaborator,43
property controller,9
factory wrapper stateless,5
predicate collaborator,4
property wrapper,34
get non-void-command collaborator,5
wrapper stateless,112
constructor,128
property set,1
set,186
get property collaborator,1
factory collaborator stateless,8
property set collaborator,4
property collaborator,17
stateless,4
property factory collaborator,14
incidental,40
controller,46
wrapper,35
predicate non-void-command collaborator,35
void-accessor collaborator,1
copy-constructor,22
get collaborator,95
property factory wrapper,3
command,191
unclassified,1
controller stateless,192
non-void-command factory collaborator,6
predicate controller,3
void-accessor wrapper,3
predicate non-void-command,3
property factory,20
predicate wrapper,5
non-void-command collaborator,7
get non-void-command,2
command collaborator,334
property,16
get non-void-command factory collaborator,2
get set collaborator,3
predicate set collaborator,1
collaborator stateless,2
property non-void-command factory,1
factory wrapper,5
factory controller stateless,1
collaborator,4
get predicate non-void-command,6
get predicate wrapper,14
destructor,1
predicate,5
set collaborator,91
non-void-command,1
Total,2088
