Unique Method Stereotype,Method Count
property set,3
get predicate non-void-command collaborator,1
get property set collaborator,2
get wrapper,2
void-accessor set,1
get property non-void-command,3
get property collaborator,13
get property,17
property collaborator,1436
property non-void-command,32
predicate set,5
property non-void-command factory collaborator,28
predicate,353
get,707
collaborator incidental,117
get property non-void-command collaborator,5
property factory collaborator,6
set,657
constructor,1083
empty,48
get property controller,4
factory controller,4
command,1197
collaborator,321
get non-void-command collaborator,10
property wrapper,87
predicate wrapper,13
get non-void-command,32
non-void-command collaborator,2
property non-void-command collaborator,301
property controller,120
non-void-command,3
set collaborator,918
void-accessor wrapper,2
predicate non-void-command,55
incidental,89
wrapper stateless,342
get predicate,2
factory wrapper stateless,5
property set collaborator,36
destructor,557
predicate non-void-command collaborator,247
wrapper,37
get set,8
get collaborator,1527
controller stateless,629
non-void-command factory collaborator,27
predicate controller,16
command collaborator,2128
property,435
void-accessor command,28
factory controller stateless,23
factory collaborator stateless,7
get set factory,1
get non-void-command factory collaborator,2
copy-constructor,45
void-accessor collaborator,61
void-accessor command collaborator,33
predicate collaborator,92
void-accessor,18
controller,138
factory collaborator,4
unclassified,48
property set factory collaborator,1
collaborator stateless,4
factory collaborator incidental,2
get predicate set collaborator,1
predicate set collaborator,9
factory wrapper,2
get set collaborator,11
get property wrapper,6
void-accessor controller,8
property factory controller,2
get set factory collaborator,2
Total,14221
