Unique Method Stereotype,Method Count
property set factory collaborator,1
predicate non-void-command,1
get set collaborator,4
factory collaborator,2
predicate,1
collaborator stateless,3
factory collaborator stateless,3
property set collaborator,2
get non-void-command,1
void-accessor set collaborator,1
get wrapper,1
factory controller stateless,2
controller stateless,50
factory controller,6
empty,15
command,40
command collaborator,61
property factory collaborator,9
non-void-command collaborator,72
property non-void-command,3
property collaborator,4
property non-void-command factory collaborator,16
property factory controller,4
non-void-command factory collaborator,20
set collaborator,5
property controller,14
property non-void-command collaborator,113
constructor,155
property factory wrapper,3
set,8
void-accessor wrapper,4
wrapper stateless,66
wrapper,15
get set,2
property,6
get non-void-command collaborator,7
property wrapper,7
collaborator incidental,12
get,4
void-accessor command collaborator,8
factory wrapper stateless,5
copy-constructor,36
controller,27
predicate non-void-command collaborator,11
incidental,20
Total,850
