Unique Class Stereotype,Class Count
data-provider,1
boundary data-class small-class,1
entity factory controller small-class,1
factory controller small-class,3
data-provider boundary lazy-class degenerate,1
data-provider boundary,2
small-class,3
entity boundary small-class,5
data-provider boundary data-class small-class,6
factory degenerate,1
commander data-class small-class,4
boundary small-class,2
controller small-class,4
unclassified,4
boundary degenerate,6
pure-controller degenerate,16
entity small-class,1
empty,160
commander,4
boundary degenerate small-class,33
factory pure-controller small-class,1
pure-controller degenerate small-class,27
entity commander boundary,7
commander boundary small-class,5
degenerate small-class,12
commander small-class,8
commander boundary data-class small-class,3
commander boundary,20
entity minimal-entity commander boundary,1
data-class small-class,1
entity boundary,6
data-provider boundary small-class,17
factory controller data-class small-class,2
factory degenerate small-class,11
controller,2
factory pure-controller degenerate small-class,4
controller data-class small-class,1
boundary,6
degenerate,5
Total,397
