Unique Method Stereotype,Method Count
property set collaborator,2
property factory collaborator,1
property set factory collaborator,1
get property,1
get set collaborator,6
non-void-command,2
factory collaborator incidental,1
factory controller stateless,5
get collaborator,15
factory wrapper stateless,13
get set factory collaborator,1
property,1
property wrapper,14
collaborator stateless,12
set factory collaborator,1
get non-void-command factory collaborator,1
property non-void-command factory collaborator,3
property collaborator,10
property non-void-command,3
get set,1
wrapper,60
get set factory,1
factory collaborator stateless,13
void-accessor wrapper,2
wrapper stateless,88
get property collaborator,1
set,18
get property factory wrapper,1
property factory wrapper,3
factory controller,5
command collaborator,69
controller stateless,232
void-accessor command collaborator,12
void-accessor command,1
predicate non-void-command,1
non-void-command factory collaborator,1
property controller,3
property non-void-command collaborator,15
set collaborator,44
command,44
get property non-void-command collaborator,1
get,7
collaborator incidental,32
get property wrapper,6
void-accessor set collaborator,9
void-accessor controller,3
property factory controller,2
constructor,276
get property controller,2
predicate wrapper,6
non-void-command collaborator,14
predicate non-void-command collaborator,1
incidental,1
copy-constructor,9
controller,2
collaborator,3
Total,1082
