Class Name,Class Stereotype,Method Name,Method Stereotype
"ToonzPoint","empty","ToonzPoint","constructor"
"ToonzPoint","empty","ToonzPoint","constructor"
"param_desc_holder_t","empty","param_desc_holder_t","constructor"
"param_desc_t","empty","param_desc_t","constructor"
"ToonzRect","data-provider","ToonzRect","constructor"
"ToonzRect","data-provider","ToonzRect","constructor"
"ToonzRect","data-provider","ToonzRect","copy-constructor"
"ToonzRect","data-provider","equals","wrapper stateless"
"ToonzRect","data-provider","ToonzRect::operator+","get property"
"ToonzRect","data-provider","ToonzRect::operator*","property"
"ToonzRect","data-provider","ToonzRect::operator+=","property set"
"ToonzRect","data-provider","ToonzRect::operator*=","property set"
"ToonzRect","data-provider","ToonzRect::operator==","predicate wrapper"
"ToonzRect","data-provider","ToonzRect::isEmpty","predicate wrapper"
"ToonzRect","data-provider","ToonzRect::isContained","predicate"
"ToonzRect","data-provider","ToonzRect::isOverlapped","predicate"
"ToonzRect","data-provider","ToonzRect::enlarge","get property"
"ToonzAffine","data-provider","ToonzAffine","constructor"
"ToonzAffine","data-provider","ToonzAffine","constructor"
"ToonzAffine","data-provider","ToonzAffine","constructor"
"ToonzAffine","data-provider","ToonzAffine","copy-constructor"
"ToonzAffine","data-provider","ToonzAffine::operator*","property wrapper"
"ToonzAffine","data-provider","ToonzAffine::operator*","controller stateless"
"ToonzAffine","data-provider","ToonzAffine::operator*","property"
"ToonzAffine","data-provider","ToonzAffine::operator=","get non-void-command"
"ToonzAffine","data-provider","ToonzAffine::operator*=","property set"
"ToonzAffine","data-provider","ToonzAffine::operator==","predicate wrapper"
"ToonzAffine","data-provider","ToonzAffine::operator!=","predicate"
"ToonzAffine","data-provider","ToonzAffine::inv","property"
"ToonzAffine","data-provider","ToonzAffine::det","property"
"ToonzAffine","data-provider","ToonzAffine::isIdentity","predicate"
"ToonzAffine","data-provider","ToonzAffine::isTranslation","predicate"
"ToonzAffine","data-provider","ToonzAffine::isIsotropic","predicate wrapper"
"ToonzAffine","data-provider","ToonzAffine::place","property"
