Unique Method Stereotype,Method Count
factory controller,1
void-accessor command collaborator,2
factory wrapper stateless,1
property wrapper,1
predicate non-void-command collaborator,2
command collaborator,14
predicate collaborator,1
property set collaborator,1
command,7
non-void-command,1
constructor,5
set,4
wrapper stateless,5
controller stateless,12
factory controller stateless,2
property,1
copy-constructor,1
property non-void-command,3
non-void-command factory collaborator,4
predicate non-void-command,1
property non-void-command collaborator,8
set collaborator,4
Total,81
